CustomerID,Total_Purchases,Recency,Frequency,Monetary,Average_Spent,R_Score,F_Score,M_Score,RFM_Score,Customer_Type,Is_Returning
13584,1,307,1,142.4,5.933333333333334,1,1,1,111,Others,False
13587,1,64,1,712.4,89.05,2,1,3,213,Others,False
13588,9,16,9,2478.95,14.246839080459768,4,4,4,444,Loyal,True
13589,2,15,2,379.65,18.07857142857143,4,2,2,422,Loyal,True
13590,6,11,6,1981.92,22.780689655172413,4,4,4,444,Loyal,True
13591,3,65,3,1117.13,19.26086206896552,2,3,3,233,Others,True
13592,4,36,4,247.95999999999998,15.497499999999999,3,3,1,331,Others,True
13593,5,108,5,2037.0800000000002,15.914687500000001,2,4,4,244,Others,True
13594,1,53,1,396.97,15.268076923076924,2,1,2,212,Others,False
13596,2,6,2,697.04,4.199036144578313,4,2,3,423,Loyal,True
13598,1,47,1,180.17000000000002,4.504250000000001,3,1,1,311,Others,False
13599,21,1,21,5153.67,20.86506072874494,4,4,4,444,Loyal,True
13600,1,312,1,219.52,11.553684210526317,1,1,1,111,Others,False
13601,2,45,2,693.32,7.003232323232324,3,2,3,323,Others,True
13602,1,65,1,428.89,18.647391304347824,2,1,2,212,Others,False
13603,1,26,1,164.34,6.086666666666667,3,1,1,311,Others,False
13606,3,29,3,280.53999999999996,6.524186046511627,3,3,1,331,Others,True
13607,1,40,1,678.01,6.918469387755102,3,1,3,313,Others,False
13610,7,12,7,1131.88,5.008318584070797,4,4,3,443,Loyal,True
13611,3,89,3,1171.8,15.835135135135134,2,3,3,233,Others,True
13614,4,24,4,1610.46,8.01223880597015,3,3,3,333,Loyal,True
13615,1,319,1,417.69,18.160434782608696,1,1,2,112,Others,False
13617,3,40,3,544.18,12.367727272727272,3,3,2,332,Others,True
13618,1,174,1,177.34,13.641538461538461,1,1,1,111,Others,False
13621,1,117,1,213.85,11.255263157894737,2,1,1,211,Others,False
13623,5,31,5,747.78,9.231851851851852,3,4,3,343,Loyal,True
13626,1,253,1,257.23,13.53842105263158,1,1,1,111,Others,False
13627,5,59,5,1638.47,17.80945652173913,2,4,3,243,Others,True
13629,11,23,11,7792.36,132.07389830508475,3,4,4,344,Loyal,True
13630,7,5,7,2031.78,28.61661971830986,4,4,4,444,Loyal,True
13631,11,100,11,3070.42,279.1290909090909,2,4,4,244,Others,True
13632,5,25,5,2121.27,14.529246575342466,3,4,4,344,Loyal,True
13634,5,33,5,1575.16,8.378510638297874,3,4,3,343,Loyal,True
13635,1,68,1,1071.03,17.274677419354838,2,1,3,213,Others,False
13636,5,37,5,949.12,15.065396825396826,3,4,3,343,Loyal,True
13637,3,52,3,810.5,8.024752475247524,2,3,3,233,Others,True
13638,1,16,1,122.64,15.33,4,1,1,411,Loyal,False
13639,1,74,1,1033.34,25.833499999999997,2,1,3,213,Others,False
13642,1,216,1,354.8,5.375757575757576,1,1,2,112,Others,False
13643,3,31,3,519.44,18.551428571428573,3,3,2,332,Others,True
13644,4,16,4,2624.26,17.974383561643837,4,3,4,434,Loyal,True
13645,1,120,1,252.1,50.42,2,1,1,211,Others,False
13647,4,10,4,1678.1200000000001,21.2420253164557,4,3,4,434,Loyal,True
13649,2,257,2,346.6,15.069565217391306,1,2,2,122,Others,True
13650,6,17,6,1836.34,19.128541666666667,4,4,4,444,Loyal,True
13651,2,35,2,94.2,15.700000000000001,3,2,1,321,Others,True
13652,3,46,3,1095.08,17.38222222222222,3,3,3,333,Loyal,True
13654,6,43,6,2707.33,16.30921686746988,3,4,4,344,Loyal,True
13655,2,114,2,932.97,16.66017857142857,2,2,3,223,Others,True
13656,2,165,2,379.65,7.747959183673469,1,2,2,122,Others,True
13657,2,11,2,382.14,23.88375,4,2,2,422,Loyal,True
13658,5,10,5,2639.17,24.43675925925926,4,4,4,444,Loyal,True
13659,2,206,2,1573.2,15.126923076923077,1,2,3,123,Others,True
13662,3,86,3,897.76,16.938867924528303,2,3,3,233,Others,True
13663,1,179,1,189.47,14.574615384615385,1,1,1,111,Others,False
13666,3,60,3,84.65,7.054166666666667,2,3,1,231,Others,True
13667,1,149,1,305.02,3.505977011494253,1,1,1,111,Others,False
13668,21,3,21,6363.59,13.539553191489363,4,4,4,444,Loyal,True
13669,2,51,2,218.55,24.283333333333335,3,2,1,321,Others,True
13670,1,75,1,349.7,13.988,2,1,2,212,Others,False
13672,2,301,2,186.39000000000001,31.065,1,2,1,121,Others,True
13673,2,19,2,396.92,6.106461538461539,3,2,2,322,Others,True
13675,2,151,2,486.82000000000005,19.472800000000003,1,2,2,122,Others,True
13678,1,152,1,232.6,14.5375,1,1,1,111,Others,False
13680,4,1,4,3722.42,19.089333333333332,4,3,4,434,Loyal,True
13681,4,18,4,827.83,14.523333333333333,4,3,3,433,Loyal,True
13682,1,187,1,59.5,19.833333333333332,1,1,1,111,Others,False
13684,1,286,1,67.23,2.241,1,1,1,111,Others,False
13685,7,3,7,3119.44,79.98564102564103,4,4,4,444,Loyal,True
13686,1,183,1,72.0,9.0,1,1,1,111,Others,False
13689,1,63,1,910.0,151.66666666666666,2,1,3,213,Others,False
13690,1,59,1,172.25,19.13888888888889,2,1,1,211,Others,False
13692,3,25,3,1488.32,28.081509433962264,3,3,3,333,Loyal,True
13694,50,4,50,65039.62,114.50637323943663,4,4,4,444,Loyal,True
13695,15,31,15,2504.13,27.823666666666668,3,4,4,344,Loyal,True
13697,1,39,1,151.29999999999998,12.608333333333333,3,1,1,311,Others,False
13699,1,155,1,308.58000000000004,22.041428571428575,1,1,2,112,Others,False
13700,10,26,10,2265.12,11.498071065989848,3,4,4,344,Loyal,True
13703,1,318,1,99.5,99.5,1,1,1,111,Others,False
13704,9,5,9,2308.06,17.224328358208954,4,4,4,444,Loyal,True
13705,3,8,3,711.86,25.423571428571428,4,3,3,433,Loyal,True
13706,1,303,1,330.79,16.5395,1,1,2,112,Others,False
13707,2,267,2,806.41,16.800208333333334,1,2,3,123,Others,True
13708,1,271,1,296.88,5.821176470588235,1,1,1,111,Others,False
13709,13,4,13,6328.05,18.833482142857143,4,4,4,444,Loyal,True
13710,1,32,1,180.48,22.56,3,1,1,311,Others,False
13711,2,219,2,252.06,19.38923076923077,1,2,1,121,Others,True
13712,1,247,1,228.84,22.884,1,1,1,111,Others,False
13715,5,281,5,1079.34,10.279428571428571,1,4,3,143,Others,True
13716,1,269,1,138.28,6.584761904761905,1,1,1,111,Others,False
13717,6,32,6,1445.01,14.166764705882352,3,4,3,343,Loyal,True
13718,2,246,2,306.55,25.545833333333334,1,2,1,121,Others,True
13719,5,15,5,1041.68,17.361333333333334,4,4,3,443,Loyal,True
13720,4,117,4,799.9,18.60232558139535,2,3,3,233,Others,True
13721,1,36,1,524.14,18.719285714285714,3,1,2,312,Others,False
13722,3,132,3,2375.41,27.945999999999998,2,3,4,234,Others,True
13723,1,217,1,199.85000000000002,33.30833333333334,1,1,1,111,Others,False
13725,8,50,8,1980.56,19.043846153846154,3,4,4,344,Loyal,True
13726,2,39,2,1079.6599999999999,25.70619047619047,3,2,3,323,Others,True
13727,2,29,2,333.48,16.674,3,2,2,322,Others,True
13728,6,37,6,1016.14,16.12920634920635,3,4,3,343,Loyal,True
13730,2,136,2,752.6,17.50232558139535,2,2,3,223,Others,True
13731,2,219,2,610.59,16.068157894736842,1,2,2,122,Others,True
13732,1,28,1,491.86,14.904848484848486,3,1,2,312,Others,False
13735,4,25,4,2885.2400000000002,14.72061224489796,3,3,4,334,Loyal,True
13736,2,5,2,731.9,3.831937172774869,4,2,3,423,Loyal,True
13737,1,200,1,339.59999999999997,11.319999999999999,1,1,2,112,Others,False
13739,1,18,1,216.9,72.3,4,1,1,411,Loyal,False
13740,1,241,1,350.75,15.25,1,1,2,112,Others,False
13741,3,72,3,668.4300000000001,19.65970588235294,2,3,2,232,Others,True
13742,12,17,12,3131.02,9.753956386292835,4,4,4,444,Loyal,True
13743,7,3,7,1341.6,32.72195121951219,4,4,3,443,Loyal,True
13744,2,95,2,1156.36,16.060555555555553,2,2,3,223,Others,True
13745,1,162,1,300.04,12.001600000000002,1,1,1,111,Others,False
13747,1,374,1,79.6,79.6,1,1,1,111,Others,False
13748,5,96,5,948.25,33.86607142857143,2,4,3,243,Others,True
13750,5,54,5,1647.26,68.63583333333334,2,4,3,243,Others,True
13751,1,288,1,296.25,32.916666666666664,1,1,1,111,Others,False
13752,6,124,6,1186.28,15.608947368421052,2,4,3,243,Others,True
13753,1,288,1,741.26,21.178857142857144,1,1,3,113,Others,False
13754,2,152,2,282.59999999999997,23.549999999999997,1,2,1,121,Others,True
13755,9,4,9,2161.35,6.319736842105263,4,4,4,444,Loyal,True
13756,14,2,14,5189.52,36.54591549295775,4,4,4,444,Loyal,True
13758,7,12,7,3190.55,27.26965811965812,4,4,4,444,Loyal,True
13759,2,33,2,659.4100000000001,26.376400000000004,3,2,2,322,Others,True
13760,2,54,2,286.79,5.03140350877193,2,2,1,221,Others,True
13761,2,50,2,1070.65,15.295000000000002,3,2,3,323,Others,True
13762,1,219,1,306.72,43.81714285714286,1,1,1,111,Others,False
13763,1,63,1,1714.96,114.33066666666667,2,1,4,214,Others,False
13764,3,71,3,1521.76,7.3161538461538465,2,3,3,233,Others,True
13767,37,2,37,17220.36,46.79445652173913,4,4,4,444,Loyal,True
13769,10,2,10,2796.51,20.71488888888889,4,4,4,444,Loyal,True
13771,4,64,4,2634.45,22.138235294117646,2,3,4,234,Others,True
13772,3,34,3,1132.13,6.396214689265538,3,3,3,333,Loyal,True
13774,1,82,1,345.0,15.681818181818182,2,1,2,212,Others,False
13777,33,1,33,25977.16,131.86375634517768,4,4,4,444,Loyal,True
13778,1,103,1,178.7,19.855555555555554,2,1,1,211,Others,False
13780,2,7,2,360.01,6.315964912280702,4,2,2,422,Loyal,True
13781,1,251,1,127.84,7.5200000000000005,1,1,1,111,Others,False
13782,6,13,6,912.0,7.930434782608696,4,4,3,443,Loyal,True
13784,11,10,11,2462.79,79.44483870967741,4,4,4,444,Loyal,True
13786,1,367,1,230.39999999999998,32.91428571428571,1,1,1,111,Others,False
13787,2,76,2,309.04,9.969032258064518,2,2,2,222,Others,True
13790,1,4,1,348.8,7.751111111111111,4,1,2,412,Loyal,False
13791,2,128,2,1516.0,137.8181818181818,2,2,3,223,Others,True
13792,2,66,2,195.55,15.042307692307693,2,2,1,221,Others,True
13798,57,1,57,37153.85,106.4580229226361,4,4,4,444,Loyal,True
13799,2,117,2,688.86,17.663076923076922,2,2,3,223,Others,True
13800,1,310,1,558.32,16.91878787878788,1,1,2,112,Others,False
13801,1,67,1,324.8,14.121739130434783,2,1,2,212,Others,False
13802,3,139,3,4599.42,76.657,2,3,4,234,Others,True
13803,1,255,1,277.07,16.298235294117646,1,1,1,111,Others,False
13804,7,31,7,2635.79,19.23934306569343,3,4,4,344,Loyal,True
13805,2,52,2,924.6,71.12307692307692,2,2,3,223,Others,True
13806,1,64,1,256.38,25.637999999999998,2,1,1,211,Others,False
13807,1,367,1,112.6,16.085714285714285,1,1,1,111,Others,False
13808,5,6,5,1747.66,22.995526315789476,4,4,4,444,Loyal,True
13809,1,305,1,155.05,12.920833333333334,1,1,1,111,Others,False
13810,3,29,3,1499.01,42.828857142857146,3,3,3,333,Loyal,True
13811,3,184,3,814.5,62.65384615384615,1,3,3,133,Others,True
13812,3,42,3,539.0,14.972222222222221,3,3,2,332,Others,True
13813,4,40,4,1366.8600000000001,19.809565217391306,3,3,3,333,Loyal,True
13814,2,92,2,1579.12,27.703859649122805,2,2,3,223,Others,True
13815,4,22,4,4027.36,22.882727272727273,3,3,4,334,Loyal,True
13816,2,24,2,571.6700000000001,20.416785714285716,3,2,2,322,Others,True
13817,2,29,2,382.98,15.957500000000001,3,2,2,322,Others,True
13819,3,302,3,1140.35,31.676388888888887,1,3,3,133,Others,True
13821,2,145,2,385.64,6.536271186440678,1,2,2,122,Others,True
13822,2,6,2,632.0,6.583333333333333,4,2,2,422,Loyal,True
13823,2,19,2,957.66,23.941499999999998,3,2,3,323,Others,True
13824,5,33,5,1698.94,36.93347826086956,3,4,4,344,Loyal,True
13826,1,176,1,189.5,18.95,1,1,1,111,Others,False
13827,3,58,3,412.05,4.430645161290323,2,3,2,232,Others,True
13828,1,22,1,209.49,13.966000000000001,3,1,1,311,Others,False
13831,6,16,6,2202.99,29.77013513513513,4,4,4,444,Loyal,True
13832,1,19,1,52.199999999999996,17.4,3,1,1,311,Others,False
13833,1,159,1,384.8,13.26896551724138,1,1,2,112,Others,False
13835,4,25,4,834.57,15.174000000000001,3,3,3,333,Loyal,True
13837,2,212,2,271.24,14.275789473684211,1,2,1,121,Others,True
13838,4,6,4,691.73,3.975459770114943,4,3,3,433,Loyal,True
13841,1,253,1,85.0,85.0,1,1,1,111,Others,False
13842,9,59,9,3385.62,16.43504854368932,2,4,4,244,Others,True
13844,1,11,1,361.62,18.081,4,1,2,412,Loyal,False
13845,1,65,1,312.98,34.775555555555556,2,1,2,212,Others,False
13846,3,25,3,865.0600000000001,15.728363636363637,3,3,3,333,Loyal,True
13848,3,92,3,1255.0,251.0,2,3,3,233,Others,True
13849,2,52,2,1537.95,15.227227722772279,2,2,3,223,Others,True
13850,1,129,1,1595.48,17.155698924731183,2,1,3,213,Others,False
13851,3,96,3,2651.46,32.73407407407407,2,3,4,234,Others,True
13853,1,57,1,1090.14,47.39739130434783,2,1,3,213,Others,False
13854,25,9,25,8109.5199999999995,73.72290909090908,4,4,4,444,Loyal,True
13856,3,169,3,388.5,27.75,1,3,2,132,Others,True
13858,1,57,1,216.17,19.651818181818182,2,1,1,211,Others,False
13859,1,326,1,201.16,7.184285714285714,1,1,1,111,Others,False
13860,5,1,5,1245.9,16.39342105263158,4,4,3,443,Loyal,True
13862,8,18,8,2209.36,15.894676258992806,4,4,4,444,Loyal,True
13863,1,248,1,305.78,15.288999999999998,1,1,1,111,Others,False
13865,4,58,4,501.56,16.718666666666667,2,3,2,232,Others,True
13866,1,74,1,145.67000000000002,20.810000000000002,2,1,1,211,Others,False
13867,3,31,3,1015.29,16.644098360655736,3,3,3,333,Loyal,True
13868,2,7,2,3192.54,96.74363636363637,4,2,4,424,Loyal,True
13869,4,123,4,3104.95,10.11384364820847,2,3,4,234,Others,True
13870,8,2,8,2770.94,24.095130434782607,4,4,4,444,Loyal,True
13871,13,23,13,6403.25,19.057291666666668,3,4,4,344,Loyal,True
13873,3,120,3,389.6,16.93913043478261,2,3,2,232,Others,True
13874,1,358,1,540.45,30.025000000000002,1,1,2,112,Others,False
13875,5,54,5,1786.79,17.180673076923078,2,4,4,244,Others,True
13876,1,64,1,122.7,17.52857142857143,2,1,1,211,Others,False
13877,1,86,1,117.24,39.08,2,1,1,211,Others,False
13878,1,55,1,1281.53,35.598055555555554,2,1,3,213,Others,False
13880,13,21,13,3219.77,19.513757575757577,3,4,4,344,Loyal,True
13881,20,4,20,17159.52,96.40179775280899,4,4,4,444,Loyal,True
13882,5,3,5,1191.13,18.325076923076924,4,4,3,443,Loyal,True
13883,5,11,5,2674.48,18.834366197183098,4,4,4,444,Loyal,True
13884,5,7,5,787.6,13.349152542372881,4,4,3,443,Loyal,True
13885,2,189,2,506.8,18.1,1,2,2,122,Others,True
13886,1,71,1,243.56,15.2225,2,1,1,211,Others,False
13887,1,204,1,349.55,18.397368421052633,1,1,2,112,Others,False
13888,2,120,2,605.63,15.14075,2,2,2,222,Others,True
13889,1,93,1,416.90000000000003,27.793333333333337,2,1,2,212,Others,False
13890,10,1,10,1883.8100000000002,17.125545454545456,4,4,4,444,Loyal,True
13892,4,27,4,632.97,23.443333333333335,3,3,2,332,Others,True
13893,1,298,1,821.1,39.1,1,1,3,113,Others,False
13894,3,24,3,564.62,20.911851851851853,3,3,2,332,Others,True
13895,4,28,4,2593.07,21.975169491525424,3,3,4,334,Loyal,True
13897,1,50,1,311.16,18.303529411764707,3,1,2,312,Others,False
13898,1,326,1,155.93,12.994166666666667,1,1,1,111,Others,False
13899,2,16,2,388.52,20.448421052631577,4,2,2,422,Loyal,True
13900,3,183,3,740.95,17.23139534883721,1,3,3,133,Others,True
13901,5,72,5,2867.2,19.242953020134227,2,4,4,244,Others,True
13904,2,37,2,332.64,12.793846153846154,3,2,2,322,Others,True
13908,4,80,4,2369.55,19.42254098360656,2,3,4,234,Others,True
13911,9,57,9,2580.91,17.43858108108108,2,4,4,244,Others,True
13914,2,12,2,626.45,18.983333333333334,4,2,2,422,Loyal,True
13917,2,50,2,272.04,15.113333333333335,3,2,1,321,Others,True
13918,2,50,2,1212.8400000000001,40.428000000000004,3,2,3,323,Others,True
13919,2,59,2,384.81,13.743214285714286,2,2,2,222,Others,True
13922,1,352,1,172.25,24.607142857142858,1,1,1,111,Others,False
13923,1,54,1,351.13,17.5565,2,1,2,212,Others,False
13924,6,2,6,1838.8500000000001,15.716666666666669,4,4,4,444,Loyal,True
13925,4,93,4,678.25,16.54268292682927,2,3,3,233,Others,True
13926,1,23,1,223.85000000000002,20.35,3,1,1,311,Others,False
13927,1,75,1,348.99,16.61857142857143,2,1,2,212,Others,False
13928,4,11,4,464.57,17.206296296296298,4,3,2,432,Loyal,True
13929,2,169,2,842.65,93.62777777777778,1,2,3,123,Others,True
13930,2,58,2,337.34,19.843529411764706,2,2,2,222,Others,True
13931,2,96,2,1237.53,21.336724137931036,2,2,3,223,Others,True
13932,1,295,1,307.4,19.2125,1,1,2,112,Others,False
13933,2,109,2,608.7900000000001,26.469130434782613,2,2,2,222,Others,True
13934,1,264,1,922.1,29.74516129032258,1,1,3,113,Others,False
13936,1,180,1,376.58,14.483846153846153,1,1,2,112,Others,False
13937,1,169,1,158.85,17.65,1,1,1,111,Others,False
13938,1,35,1,71.66,10.237142857142857,3,1,1,311,Others,False
13939,3,23,3,568.55,12.634444444444444,3,3,2,332,Others,True
13940,4,17,4,839.14,17.12530612244898,4,3,3,433,Loyal,True
13941,5,22,5,5112.96,113.62133333333334,3,4,4,344,Loyal,True
13946,3,79,3,561.5699999999999,51.05181818181818,2,3,2,232,Others,True
13947,1,65,1,90.6,18.119999999999997,2,1,1,211,Others,False
13948,1,361,1,102.0,34.0,1,1,1,111,Others,False
13949,6,3,6,2427.32,15.170750000000002,4,4,4,444,Loyal,True
13950,4,11,4,745.06,21.28742857142857,4,3,3,433,Loyal,True
13951,3,176,3,674.45,17.293589743589745,1,3,2,132,Others,True
13952,2,218,2,3251.071,23.730445255474454,1,2,4,124,Others,True
13953,7,7,7,3515.68,175.784,4,4,4,444,Loyal,True
13954,2,2,2,439.92,17.5968,4,2,2,422,Loyal,True
13955,2,154,2,322.96,9.786666666666665,1,2,2,122,Others,True
13956,5,5,5,1026.42,6.752763157894737,4,4,3,443,Loyal,True
13959,3,79,3,598.2,6.502173913043479,2,3,2,232,Others,True
13960,2,21,2,230.22,19.185,3,2,1,321,Others,True
13962,2,22,2,169.55,15.413636363636364,3,2,1,321,Others,True
13963,4,308,4,664.54,18.986857142857144,1,3,2,132,Others,True
13967,1,146,1,80.7,40.35,1,1,1,111,Others,False
13969,18,7,18,9053.94,14.463162939297126,4,4,4,444,Loyal,True
13971,8,19,8,2758.26,18.511812080536913,3,4,4,344,Loyal,True
13972,2,71,2,190.25,12.683333333333334,2,2,1,221,Others,True
13973,1,287,1,264.7,24.063636363636363,1,1,1,111,Others,False
13974,1,49,1,413.59000000000003,14.77107142857143,3,1,2,312,Others,False
13975,6,31,6,2526.28,7.474201183431953,3,4,4,344,Loyal,True
13976,1,207,1,357.98,35.798,1,1,2,112,Others,False
13978,2,15,2,196.79000000000002,13.119333333333335,4,2,1,421,Loyal,True
13979,1,73,1,869.87,16.108703703703704,2,1,3,213,Others,False
13980,1,60,1,200.14,18.19454545454545,2,1,1,211,Others,False
13982,4,39,4,1871.81,16.863153153153153,3,3,4,334,Loyal,True
13983,12,30,12,2603.43,24.3311214953271,3,4,4,344,Loyal,True
13984,5,27,5,920.51,57.531875,3,4,3,343,Loyal,True
13985,15,4,15,7060.13,20.114330484330484,4,4,4,444,Loyal,True
13986,1,17,1,320.46,24.650769230769228,4,1,2,412,Loyal,False
13988,6,20,6,4147.96,17.726324786324785,3,4,4,344,Loyal,True
13989,2,66,2,1266.08,30.88,2,2,3,223,Others,True
13990,1,213,1,311.3,19.45625,1,1,2,112,Others,False
13991,6,12,6,855.97,10.190119047619048,4,4,3,443,Loyal,True
13992,1,30,1,76.8,15.36,3,1,1,311,Others,False
13993,9,43,9,3466.36,28.647603305785125,3,4,4,344,Loyal,True
13994,6,4,6,2313.14,14.923483870967742,4,4,4,444,Loyal,True
13995,5,15,5,1393.69,16.205697674418605,4,4,3,443,Loyal,True
13999,12,10,12,3901.81,18.758701923076924,4,4,4,444,Loyal,True
14000,1,211,1,635.66,42.37733333333333,1,1,2,112,Others,False
14001,3,46,3,2043.0800000000002,52.38666666666667,3,3,4,334,Loyal,True
14002,2,134,2,529.73,11.270851063829788,2,2,2,222,Others,True
14004,7,43,7,4582.64,26.799064327485382,3,4,4,344,Loyal,True
14005,5,10,5,2874.72,34.22285714285714,4,4,4,444,Loyal,True
14006,3,116,3,962.19,32.073,2,3,3,233,Others,True
14009,2,198,2,695.61,16.562142857142856,1,2,3,123,Others,True
14012,1,278,1,328.8,29.89090909090909,1,1,2,112,Others,False
14013,3,110,3,473.02,13.91235294117647,2,3,2,232,Others,True
14014,1,77,1,505.18,12.953333333333333,2,1,2,212,Others,False
14015,1,53,1,917.34,45.867000000000004,2,1,3,213,Others,False
14016,4,162,4,4341.21,26.964037267080744,1,3,4,134,Others,True
14019,3,47,3,1421.61,21.539545454545454,3,3,3,333,Loyal,True
14020,2,17,2,642.8,16.48205128205128,4,2,2,422,Loyal,True
14021,3,155,3,631.9,28.722727272727273,1,3,2,132,Others,True
14022,1,225,1,440.0,15.714285714285714,1,1,2,112,Others,False
14023,2,7,2,584.07,18.840967741935486,4,2,2,422,Loyal,True
14024,2,122,2,327.7,20.48125,2,2,2,222,Others,True
14027,1,61,1,104.82,17.47,2,1,1,211,Others,False
14029,2,63,2,467.66,31.177333333333333,2,2,2,222,Others,True
14030,8,18,8,2360.09,9.712304526748971,4,4,4,444,Loyal,True
14031,19,7,19,17286.86,69.14744,4,4,4,444,Loyal,True
14032,11,2,11,2975.59,20.80832167832168,4,4,4,444,Loyal,True
14034,3,22,3,651.8199999999999,7.323820224719101,3,3,2,332,Others,True
14035,5,29,5,1428.02,21.636666666666667,3,4,3,343,Loyal,True
14036,1,285,1,626.65,16.49078947368421,1,1,2,112,Others,False
14037,2,176,2,147.20000000000002,5.257142857142858,1,2,1,121,Others,True
14038,3,78,3,1560.38,16.960652173913044,2,3,3,233,Others,True
14039,1,33,1,152.2,25.366666666666664,3,1,1,311,Others,False
14040,12,41,12,3614.92,15.38263829787234,3,4,4,344,Loyal,True
14041,1,266,1,141.41,6.733809523809524,1,1,1,111,Others,False
14044,4,27,4,652.82,3.1235406698564594,3,3,2,332,Others,True
14045,4,109,4,1659.75,276.625,2,3,3,233,Others,True
14046,1,284,1,154.99,11.070714285714287,1,1,1,111,Others,False
14047,5,9,5,1308.6100000000001,40.894062500000004,4,4,3,443,Loyal,True
14048,1,305,1,409.93,4.822705882352941,1,1,2,112,Others,False
14049,4,17,4,5681.72,11.642868852459017,4,3,4,434,Loyal,True
14050,2,32,2,746.36,13.821481481481483,3,2,3,323,Others,True
14051,23,1,23,15610.390000000001,74.33519047619048,4,4,4,444,Loyal,True
14052,1,20,1,225.36,4.024285714285715,3,1,1,311,Others,False
14053,2,124,2,260.25,65.0625,2,2,1,221,Others,True
14054,1,65,1,92.46,15.409999999999998,2,1,1,211,Others,False
14055,1,106,1,725.6400000000001,72.56400000000001,2,1,3,213,Others,False
14056,23,1,23,8214.65,7.427350813743218,4,4,4,444,Loyal,True
14057,17,24,17,6217.96,21.894225352112677,3,4,4,344,Loyal,True
14059,1,267,1,183.6,22.95,1,1,1,111,Others,False
14060,19,5,19,6140.42,30.39811881188119,4,4,4,444,Loyal,True
14062,12,10,12,10464.85,94.27792792792793,4,4,4,444,Loyal,True
14064,5,29,5,1353.74,16.92175,3,4,3,343,Loyal,True
14066,1,267,1,152.55,21.792857142857144,1,1,1,111,Others,False
14067,2,64,2,374.7,7.2057692307692305,2,2,2,222,Others,True
14068,1,320,1,265.85,11.077083333333334,1,1,1,111,Others,False
14071,8,4,8,1438.82,4.440802469135802,4,4,3,443,Loyal,True
14073,1,32,1,151.04,11.618461538461538,3,1,1,311,Others,False
14075,3,5,3,942.26,21.913023255813954,4,3,3,433,Loyal,True
14076,1,129,1,122.47,2.662391304347826,2,1,1,211,Others,False
14077,5,41,5,499.41999999999996,11.89095238095238,3,4,2,342,Loyal,True
14078,6,102,6,1049.37,16.144153846153845,2,4,3,243,Others,True
14079,1,125,1,375.1,31.258333333333336,2,1,2,212,Others,False
14080,1,33,1,45.599999999999994,11.399999999999999,3,1,1,311,Others,False
14081,2,302,2,934.52,6.10797385620915,1,2,3,123,Others,True
14082,1,365,1,182.25,6.2844827586206895,1,1,1,111,Others,False
14083,9,4,9,1018.43,5.626685082872928,4,4,3,443,Loyal,True
14085,18,2,18,4448.54,9.885644444444445,4,4,4,444,Loyal,True
14087,1,3,1,194.42,2.8176811594202897,4,1,1,411,Loyal,False
14088,13,10,13,50491.81,85.7246349745331,4,4,4,444,Loyal,True
14089,1,57,1,161.0,11.5,2,1,1,211,Others,False
14090,1,325,1,76.32000000000001,76.32000000000001,1,1,1,111,Others,False
14092,14,8,14,4076.91,19.050981308411213,4,4,4,444,Loyal,True
14093,1,12,1,442.85,4.217619047619048,4,1,2,412,Loyal,False
14096,17,4,17,65164.79,12.749909998043435,4,4,4,444,Loyal,True
14098,1,37,1,147.35,7.016666666666667,3,1,1,311,Others,False
14099,11,16,11,3104.17,12.41668,4,4,4,444,Loyal,True
14100,1,138,1,194.9,7.496153846153846,2,1,1,211,Others,False
14101,6,74,6,5976.79,170.76542857142857,2,4,4,244,Others,True
14102,5,5,5,1360.28,17.21873417721519,4,4,3,443,Loyal,True
14104,2,155,2,216.20999999999998,10.295714285714284,1,2,1,121,Others,True
14105,1,239,1,1266.23,17.111216216216217,1,1,3,113,Others,False
14107,7,52,7,2703.23,21.977479674796747,2,4,4,244,Others,True
14108,2,31,2,597.91,17.585588235294118,3,2,2,322,Others,True
14109,1,73,1,144.2,16.022222222222222,2,1,1,211,Others,False
14110,12,4,12,5683.15,36.430448717948714,4,4,4,444,Loyal,True
14111,4,14,4,692.85,69.285,4,3,3,433,Loyal,True
14112,7,23,7,2915.15,18.2196875,3,4,4,344,Loyal,True
14113,4,4,4,1840.42,54.13,4,3,4,434,Loyal,True
14114,2,274,2,386.53,25.768666666666665,1,2,2,122,Others,True
14116,5,20,5,1382.74,19.204722222222223,3,4,3,343,Loyal,True
14117,1,144,1,90.0,30.0,1,1,1,111,Others,False
14121,4,4,4,2780.15,17.485220125786164,4,3,4,434,Loyal,True
14124,1,84,1,419.58000000000004,83.91600000000001,2,1,2,212,Others,False
14125,3,11,3,2740.43,16.409760479041914,4,3,4,434,Loyal,True
14126,3,8,3,706.1300000000001,47.07533333333334,4,3,3,433,Loyal,True
14127,3,123,3,709.71,16.129772727272726,2,3,3,233,Others,True
14128,2,61,2,637.5,13.858695652173912,2,2,2,222,Others,True
14129,5,2,5,1123.8600000000001,21.61269230769231,4,4,3,443,Loyal,True
14130,1,319,1,483.86,7.221791044776119,1,1,2,112,Others,False
14132,11,2,11,3586.0299999999997,17.930149999999998,4,4,4,444,Loyal,True
14133,3,130,3,605.64,21.63,2,3,2,232,Others,True
14135,15,2,15,4690.31,35.00231343283583,4,4,4,444,Loyal,True
14138,2,2,2,982.3800000000001,20.901702127659576,4,2,3,423,Loyal,True
14139,1,46,1,415.82,15.993076923076924,3,1,2,312,Others,False
